Level,Cosine_similarity
10000,0.9986148922323519
10000,0.9985524203085431
10000,0.9987771651250567
10000,0.998968878940198
10000,0.9985639155583331
10000,0.9981164761066325
10000,0.9986427955769013
10000,0.9988170997223693
10000,0.9983086389507689
10000,0.998234555312663
10000,0.9982935449038929
10000,0.9986425228330277
10000,0.9988937238551522
10000,0.9987856373571358
10000,0.9985413311437407
10000,0.9983305871735597
10000,0.9986039438735747
10000,0.9987530125758121
10000,0.9988657330666588
10000,0.9984118892764682
10000,0.9982049505627569
10000,0.9987687900200872
10000,0.9972924901027505
10000,0.9984473795047466
10000,0.9981614801754007
10000,0.9991230433635914
10000,0.9985258253801329
10000,0.9984126069068642
10000,0.9990426193780112
10000,0.9988304596237141
10000,0.998607262328011
10000,0.9984217227590819
10000,0.9985745267533196
10000,0.9990110509886576
10000,0.9985270548916065
10000,0.9991482254730778
10000,0.9982613906891098
10000,0.9978360402541863
10000,0.9981356925490366
10000,0.9986725256468768
10000,0.9984678807405216
10000,0.998188333456833
10000,0.9987361863537532
10000,0.9984791682545523
10000,0.9982824583084506
10000,0.9985309883985356
10000,0.9987608501561988
10000,0.9983105819322884
10000,0.9987994249632902
10000,0.9982954606818184
10000,0.9980482935449606
10000,0.9988769087944316
10000,0.9982157934286113
10000,0.998672738674001
10000,0.9988819656162721
10000,0.9987660301863327
10000,0.9990559473327604
10000,0.9986088310043136
10000,0.9986425197012652
10000,0.9992908313533292
10000,0.9985133851801151
10000,0.9985619779359634
10000,0.99883128964225
10000,0.9984804942484642
10000,0.9987611844322416
10000,0.997999930431948
10000,0.9981537142750208
10000,0.9990034997621795
10000,0.9987041543346222
10000,0.9981185050701439
10000,0.9984459441155534
10000,0.9988773179180424
10000,0.998591173405649
10000,0.9983563442432818
10000,0.9988065659025854
10000,0.9978942092800627
10000,0.9982764760654212
10000,0.9983534555051699
10000,0.99895322841698
10000,0.998610681145361
10000,0.9983598826770764
10000,0.9983915694754338
10000,0.9981473548086651
10000,0.9987451197905518
10000,0.9983901719630088
10000,0.9982030142068155
10000,0.9984611203579542
10000,0.9985872926817834
10000,0.9987581459166662
10000,0.9990014916320316
10000,0.9988876450645671
10000,0.9983608393033606
10000,0.9986579905099976
10000,0.9985534290656894
10000,0.9986145207408332
10000,0.9988238258185381
10000,0.9985687798114545
10000,0.9986925035418711
10000,0.9987111526362937
10000,0.9986674956649383
10000,0.9982524902622657
10000,0.9984995565837723
10000,0.998878718439648
10000,0.9988465128335451
10000,0.9993068919599091
10000,0.9984627251359397
10000,0.9988169950022747
10000,0.9985639492206977
10000,0.9983657197486391
10000,0.9981967954809409
10000,0.9987682823881285
10000,0.9985539022031245
10000,0.9986036679139769
10000,0.9982492627030933
10000,0.998312786253558
10000,0.9985069471129122
10000,0.9984983509843879
10000,0.9986270690982607
10000,0.9987107495926293
10000,0.9987526380895871
10000,0.9988268345182785
10000,0.998774544454959
10000,0.9986749801884791
10000,0.9990956658803841
10000,0.9988361563182223
10000,0.9983499367824619
10000,0.9971875530055447
10000,0.998774105662413
10000,0.9983103464445809
10000,0.9990567409192733
10000,0.9989627357324122
10000,0.9984824232427667
10000,0.9984439387870528
10000,0.9974685933999249
10000,0.998934698206996
10000,0.9987839845641363
10000,0.9982946439582809
10000,0.9985003835362491
10000,0.9986241439128103
10000,0.9989726488405386
10000,0.9980346659901504
10000,0.998199675598271
10000,0.9991065183990362
10000,0.9977227234460704
10000,0.9980022514853994
10000,0.9987385429485612
10000,0.9986701144277801
10000,0.9982725389928508
10000,0.9978408194143479
10000,0.9981948079112464
10000,0.9985709042388563
10000,0.9984500662086712
10000,0.9982980465793911
10000,0.9986618687499365
10000,0.9982371738874548
10000,0.998613218787477
10000,0.9984416709923682
10000,0.9986517360634837
10000,0.9977748231477409
10000,0.9985217549934927
10000,0.9988408053612191
10000,0.9986613410885562
10000,0.9988959705762738
10000,0.9982607909986413
10000,0.9983562246231792
10000,0.9981279256486968
10000,0.9981721216110883
10000,0.9983624097196111
10000,0.9984382483692495
10000,0.998907600965286
10000,0.9981285866905958
10000,0.9987911798458117
10000,0.9988440949794962
10000,0.9987282047159683
10000,0.9986549187415344
10000,0.9984022390436833
10000,0.9989193557633287
10000,0.9981413340367967
10000,0.9985725397406734
10000,0.9986443590676353
10000,0.9983208472065078
10000,0.998320163970186
10000,0.9990848034600357
10000,0.9990460452723926
10000,0.9990276891149131
10000,0.9983299949244038
10000,0.9989006369553008
10000,0.9984233119427661
10000,0.9990982049669566
10000,0.9989552067373626
10000,0.9988328754148934
10000,0.9987282621862157
10000,0.998338815215364
10000,0.9987266480361027
10000,0.998808460440519
10000,0.9977581775444392
10000,0.9992009279084428
10000,0.9985816367635049
10000,0.998394662519703
10000,0.9987305175389011
10000,0.9988767873229263
10000,0.9982986452607562
10000,0.9986375896573803
10000,0.9981020814828462
10000,0.9987560347023031
10000,0.9985399830210037
10000,0.9986732572947365
10000,0.9988614273010856
10000,0.9985496108094528
10000,0.9985533676109128
10000,0.9990987370885234
10000,0.9990597756962198
10000,0.9980948751340566
10000,0.9979014770044932
10000,0.998473650171693
10000,0.9982926239657389
10000,0.9988319441466483
10000,0.9985852792362057
10000,0.9986539765546729
10000,0.9983942628263965
10000,0.9986703497688775
10000,0.9986960688071185
10000,0.9981052530308274
10000,0.9987574769436673
10000,0.9985177561595285
10000,0.9987690268674202
10000,0.998332189932588
10000,0.9988274096513805
10000,0.9979351125127949
10000,0.9983069916397777
10000,0.998468220493155
10000,0.9988435520875473
10000,0.998170338402867
10000,0.9980993196022435
10000,0.9983886051542948
10000,0.9986848569285197
10000,0.9985591890350793
10000,0.9985512823506022
10000,0.9983062491957124
10000,0.9985536046284188
10000,0.9986550356456991
10000,0.9983786709427146
10000,0.9983592340661118
10000,0.9982135913069873
10000,0.9989148550529438
10000,0.9987551076696678
10000,0.9984696269410889
10000,0.9988822638572457
10000,0.9985586016805713
10000,0.9982407612310105
10000,0.9976297476712181
10000,0.998376103155086
10000,0.9990507048274039
10000,0.9985078828499172
10000,0.9987906208600235
10000,0.998576974266631
10000,0.9984599905679591
10000,0.9985159154430602
10000,0.9990831766403544
10000,0.9983711911350948
10000,0.9988489199677689
10000,0.9986547081554938
10000,0.9981780635655696
10000,0.9986689746138565
10000,0.9984672775100806
10000,0.9991077707672142
10000,0.9972401031287044
10000,0.998776417546619
10000,0.9986078367167158
10000,0.9985671974243998
10000,0.998341379102015
10000,0.9981745924135602
10000,0.9986574595478709
10000,0.9988933819868527
10000,0.9987532087012231
10000,0.9983718587796846
10000,0.9985150194331789
10000,0.998026921957985
10000,0.9990391848257657
10000,0.998858219993515
10000,0.9984727675822165
10000,0.9989851060747627
10000,0.9991677934760875
10000,0.9991300335659926
10000,0.998246475278594
10000,0.9984600484189204
10000,0.9982780705436751
10000,0.9988052034939539
10000,0.9987385456813124
10000,0.9979204724480819
10000,0.9986676738228704
10000,0.9981760308542144
10000,0.9990712334565864
10000,0.9987183579703865
10000,0.9989464825762608
10000,0.9986286517353951
10000,0.9989382818964786
10000,0.9988032300176534
10000,0.9988322785821618
10000,0.9990978167772349
10000,0.9988874362255201
10000,0.9984759451534302
10000,0.9985440291530724
10000,0.9983693871162663
10000,0.9990054539802573
10000,0.998706507782022
10000,0.9987557626903487
10000,0.9983819602879684
10000,0.9983969058253006
10000,0.9984961690151568
10000,0.9989225375297639
10000,0.9985092231145243
10000,0.999005615521722
10000,0.9983187286919567
10000,0.9989419770741919
10000,0.9981774226457549
10000,0.9979909090818188
10000,0.9989324320390521
10000,0.9981419456674673
10000,0.9984642606657046
10000,0.9981171798617654
10000,0.9979276042325929
10000,0.9985350668902943
10000,0.9984771298925722
10000,0.998049203950573
10000,0.9984821009289059
10000,0.9987887632985374
10000,0.9987855332779547
10000,0.9985668045634609
10000,0.9988764928065386
10000,0.9986505834809043
10000,0.9984358018117315
10000,0.9973952877060911
10000,0.998039357098245
10000,0.9987728138904969
10000,0.9986808654054428
10000,0.9986060610584856
10000,0.9992115677002689
10000,0.9984467600377263
10000,0.9979555141284912
10000,0.9985143704986635
10000,0.9982529302216676
10000,0.9984873483654667
10000,0.9988683553977147
10000,0.9982988930658048
10000,0.9992806469705935
10000,0.9988728811505233
10000,0.9986840584698214
10000,0.9989271073160966
10000,0.9985091758842412
10000,0.9985630235616954
10000,0.9986247106299162
10000,0.9990573154933429
10000,0.998016544697546
10000,0.9988779717576167
10000,0.998732493938077
10000,0.9988447369502498
10000,0.9984688106319506
10000,0.9985474190524015
10000,0.9980355726165081
10000,0.9986522528521967
10000,0.9988950514651196
10000,0.9986006798467489
10000,0.9986306976324502
10000,0.9982256567414411
10000,0.9987258413111977
10000,0.9986202920573748
10000,0.9987698872851096
10000,0.9985185144727099
10000,0.9985830380302955
10000,0.998774650610972
10000,0.998172952989992
10000,0.9983148827792603
10000,0.9978418616165726
10000,0.9990727751429006
10000,0.9985439716749179
10000,0.99818251909362
10000,0.9987510980207861
10000,0.9984620687551887
10000,0.9989438015514882
10000,0.9988410730128336
10000,0.9989236220089126
10000,0.9988102882574401
10000,0.9986675665107435
10000,0.9984429147849528
10000,0.9988131478986383
10000,0.998587039977939
10000,0.9991390164241645
10000,0.9986860429951051
10000,0.9989781075664448
10000,0.9985231432736625
10000,0.998344910024262
10000,0.9991237772145711
10000,0.999045971301891
10000,0.998705668245889
10000,0.9990526316699362
10000,0.9984238886154281
10000,0.9985577458955484
10000,0.9987980714043873
10000,0.9988259088812131
10000,0.9989024643454568
10000,0.9984307906047394
10000,0.9982969452147308
10000,0.9982286931708675
10000,0.998233083832909
10000,0.9990828753420318
10000,0.9986011917575252
10000,0.998436802159302
10000,0.9982873931543516
10000,0.9982117475330191
10000,0.9983898245301206
10000,0.9992166901109502
10000,0.998420895847754
10000,0.9988213064406474
10000,0.998146135603344
10000,0.9987971921576336
10000,0.9987942454636216
10000,0.9982863930102831
10000,0.9976887597602361
10000,0.9982599424583128
10000,0.9987529537522237
10000,0.9984550859024838
10000,0.9985397137931716
10000,0.9984867636348307
10000,0.9990062812507055
10000,0.9988592402452401
10000,0.9985277840923023
10000,0.9984714967166296
10000,0.9989664569757588
10000,0.9979785301625862
10000,0.9985665860757311
10000,0.9992168771974052
10000,0.9981421573982456
10000,0.9981837655303308
